ID,consentimiento,sexo,edad,universidad,disciplina_OCDE,sede,frecuencia_uso_ChatGPT,CT1,CT2,CT3,CT4,CT5,CT6,EC1,EC2,EC3,EC4,EC5,EC6,CC1,CC2,CC3,CC4,CC5,AC1,AC2,AC3,AC4,HE1,HE2,HE3,HE4,pregunta,aceptacion,comprension,satisfaccion,usa_ChatGPT
451,SI,Masculino,32,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),3,4,4,3,4,4,5,4,5,4,5,5,5,5,4,5,5,3,3,2,3,5,5,5,5,"He utilizado esta herramienta principalmente para asistir o revisar la redacción de trabajos  el principal beneficio es qué al darle las instrucciones de forma ordenada puede elaborar un párrafo que apunte a la idea que quiero mostrar.
Pese a esto  muchas veces estos parrafos utilizan vocabulario que es poco comun o me es muy ajeno por lo que es importante siempre revisar lo elaborado.
En cuanto a la etica  es un tema de gran importancia para mi area ya que se trabaja con información confidencial de los pacientes  esto imposibilita utilizar chatgpt para todo lo relacionado con la elaboración de informes de pacientes.",4,4,4,SI
452,SI,Femenino,34,Universidad B,Ciencias Sociales,Concepción,A. Lo utilizo tanto como puedo (al menos una vez al día),5,3,5,5,3,3,4,4,3,3,3,2,3,4,4,4,5,5,4,4,4,3,3,2,4,Sinceramente considero que es una buena herramienta de trabajo y estudio que me ha permitido entender cosas que en el aula a veces me han dejado dudas. Si bien es cierto no es la idea de hacer todo mediante este vía a mi personalmente me ha servido. Creo ser cautelosa al momento de realizar mis informes pero tengo claro que no debo depender totalmente de la IA.,4,4,4,SI
453,SI,Masculino,36,Universidad B,Ciencias Sociales,Concepción,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,3,4,4,3,4,"para hacer un trabajo de la universidad. Los beneficios son la rapidez y la profundidad del análisis al que se puede acceder. En torno a la ética  es importante generar una dinámica de trabajo con la herramienta  no solicitar que lo haga por ti  además de trabajar en base a una planificación  a modo de que puedas mantener el control sobre el proceso. En ese sentido la herramienta de IA es beneficiosa y determina mi interés por seguir usándola. 

Sobre la pregunta 15. Aprovecho de indicar que sobre todo el ítem 13  es complejo de responder  puesto que la redacción  ""puedo"" amplía mucho el rango de la respuesta  por ejemplo  ¿Puedo identificar dílemas éticos? claro  puedo  ahora bien lo hago efectivamente? lo mismo en la siguiente  ¿puedo investigar las consideraciones éticas? Claro  puedo  pero nunca lo he hecho en profundidad. Eso habría que revisar probablemente en la redacción. ",3,3,3,SI
454,SI,Femenino,23,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),4,2,4,3,4,4,4,4,4,4,4,3,5,5,5,5,5,3,2,3,2,2,4,3,4,Lo utilizo para que haga resúmenes de la materia que estudio  copio la información de los ppt y la pego en chatgpt y le pido que lo resuma  o lo explique de forma en que alguien de 18  15  12  y 10 años respectivamente pueda entenderlo.,4,4,4,SI
455,SI,Masculino,19,Universidad B,Ciencias Sociales,Concepción,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,5,5,5,5,5,4,5,3,4,5,4,5,5,5,5,5,5,5,5,2,4,5,5,5,Al fin y al cabo es una herramienta con fines educativos que uno le implanta y sinergia lógica humana con lógica predictiva ,4,4,4,SI
456,SI,Femenino,40,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Como una guía para encaminar investigaciones  buscar material que sea acorde a lo que quiero investigar e irme a fuentes más precisas y confiables,3,3,3,SI
457,SI,Masculino,42,Universidad B,Ingeniería y Tecnología,Concepción,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No lo recuerdo ,4,4,4,NO
458,SI,Masculino,31,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2,4,1,3,ChatGPT se ha convertido en una herramienta indispensable para mí  ya que me asiste en diversas tareas: desde la resolución de problemas técnicos y el desbloqueo de ideas creativas  hasta la organización de proyectos. Sin embargo  sus limitaciones se hacen evidentes en solicitudes complejas que combinan diferentes áreas del conocimiento  como la química orgánica y la generación de gráficos. Además  es crucial verificar la originalidad de las ideas propuestas  ya que el modelo puede generar contenido similar a fuentes existentes. A pesar de estas restricciones  ChatGPT es una herramienta valiosa que evoluciona constantemente  adaptándose cada vez mejor a mis necesidades.,4,4,4,SI
459,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,5,4,4,4,3,4,3,4,3,2,5,5,5,4,4,4,4,4,4,3,4,3,4,Para verificar si priorice de manera correcta los problemas prioritarios de un caso clinico  lo cual  me dio la seguridad  ya que  teniamos respuestas similares. Igualmente  tiene algunas limitaciones en terminos asociados a la salud.,4,4,4,SI
460,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,2,5,5,5,5,5,2,3,5,2,3,5,5,3,5,5,5,2,5,5,5,5,1,5,Utilizo esta herramienta por ejemplo para ensayos y si algo no estoy de acuerdo  implemento mi criterio ético para abordarlo. Sin embargo  utilizo esta App para ser una guía de como tener formalmente un trabajo pero no para que me haga toda la tarea por así decirlo es solo para tener una estructura y guía  personalmente me gusta redactar con mi esencia mis tareas académicas.,4,4,4,SI
461,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,3,2,3,3,5,3,4,4,4,4,3,3,4,4,4,5,5,4,5,5,4,4,4,5,Utilice esta herramienta para que me dira posibles ideas de como estructurar esquemas edutativos para entregar en mis prácticas  con esos formatos llene con la información necesaria para crearlos ,3,3,4,SI
462,SI,Femenino,22,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,5,2,5,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,3,2,2,5,,4,3,4,SI
463,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,2,1,1,3,2,1,2,2,3,1,4,4,2,4,4,4,4,2,4,1,1,1,4,Es bastante beneficioso a la hora de generar un esquema mental para realizar trabajos o diferentes actividades  sinceramente me ha ocurrido que no sé cómo comenzar un trabajo o necesito de ayuda en la redacción de una idea y simplemente acudo a chat gpt  no me gusta abusar de ello  ya que sinceramente pienso que podría ser un arma de doble filo  es decir  puede llegar un punto de estar tan acostumbrada a realizar actividades con base en chat gpt  que luego ya no hay creatividad o ideas propias para hacer un trabajo realmente propio.,3,2,3,SI
464,SI,Femenino,22,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),5,1,3,2,2,2,5,5,5,5,5,5,4,4,3,4,5,5,5,1,3,2,2,2,3,Para redactar ideas que no se como expresar y luego de que me la da la arreglo a como quiero expresarme ,2,3,3,SI
465,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,2,2,4,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Utilizo la IA para estudiar  le subo los ppt y las grabaciones de las clases y me hace resúmenes de la materia  le puedo pedir que me explique algo en especifico con ejemplos. Hasta le pido que me haga preguntas tipo prueba para poner a prueba mis conocimientos. Obviamente verifico que lo que me está diciendo concuerde con los materiales que le subí.,4,4,4,SI
466,SI,Masculino,32,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),1,1,3,1,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,1,1,1,3,,3,2,3,SI
467,SI,Masculino,27,Universidad B,Ciencias Sociales,Concepción,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,3,3,3,3,3,2,2,2,2,3,1,4,4,4,3,3,4,2,3,4,2,2,2,3,,3,2,3,SI
468,SI,Masculino,21,Universidad C,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,5,"ocupo siempre el chat gpt para estudiar  pongo mis apuntes y le digo que me haga una pequeña prueba de 10-12 alternativas  para oponer a prueba si me se lo estudiado. En este caso me ha beneficiado mucho  ya que me sirve como dije antes ""poner a prueba"" mi manejo en la materia  también me hace estar en la posición de ya estar haciendo la prueba (sin sonidos  sin telefonos  etc)",4,3,4,SI
469,SI,Masculino,41,Universidad C,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,En varias ocasiones  he empleado la plataforma para diseñar planificaciones de clases. Al principio  no cuestionaba demasiado los parámetros  por lo que en algunas ocasiones  los errores pasaban desapercibidos. Pero con el paso del tiempo  mejoré la interacción y la calidad del producto mejoró considerablemente. Debo destacar que la plataforma no realiza el trabajo por mí  aunque sí apoya en la creación de mis proyectos.,4,4,4,SI
470,SI,Masculino,19,Universidad C,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Lo uso frecuentemente para ideas en ensayos  sucede que me sirve mucho debatir contra la IA la opinión de la ética. Suele suceder que las visiones entregadas aveces no son las más éticas o morales pero se puede llevar un buen debate,4,4,4,SI
471,SI,Femenino,18,Universidad C,Ciencias Naturales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,1,2,3,3,3,4,4,4,4,4,4,2,3,3,3,3,4,4,3,4,3,3,3,4,Cuando no entendía una materia (química orgánica) y me ayudó explicándome ,3,3,3,SI
472,SI,Masculino,24,Universidad C,Ciencias Naturales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,1,4,4,4,5,5,4,4,5,3,3,4,5,4,3,4,4,4,3,4,4,4,4,5,Análisis y aclaración de gráficos  tablas  etc,4,4,4,SI
473,SI,Masculino,19,Universidad C,Ciencias Naturales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,3,5,3,5,2,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,Generalmente lo uso en contextos que necesito respuestas muy especificas sobre un tema  o la explicacion mas detalla de ciertos parrafos con redacción tecnica que me llevaria mas tiempo desglosar por mi cuenta para entenderlos  tambien en contextos matematicos para entender en profundidad el porque de ciertos desarrollos. ,4,4,4,SI
474,SI,Masculino,28,Universidad B,Ciencias Sociales,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,1,2,1,1,3,1,1,1,3,2,1,1,1,2,3,2,1,5,1,2,5,5,5,5,Use chat gpt para que me explicara como hacer un ejercicio matematico que no entendi en la universidad  me explico mal y me saque un rojo en el control,2,3,3,SI
475,SI,Femenino,32,Universidad B,Ciencias Sociales,A distancia,C. Lo utilizo con frecuencia (4–5 veces al mes),5,1,5,5,3,5,4,4,3,3,5,4,5,5,5,5,5,5,5,5,5,3,3,3,5,Para que me revise correo y tono de correo  o me de correos entretenidos,4,4,4,SI
476,SI,Femenino,38,Universidad B,Ciencias Sociales,A distancia,E. Lo utilizo menos de dos veces al mes,4,3,4,2,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,En ámbito académico no lo he utilizado pero profesionalmente lo utilizo para verificar si mis escritos son claros y con un lenguaje que sea comprensible. Me cuesta pensar usarlo en la universidad.,4,4,4,SI
477,SI,Femenino,36,Universidad B,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,5,,3,3,3,SI
478,SI,Masculino,46,Universidad B,Ciencias Sociales,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,PREGUNTAS COTIDIANAS,4,4,4,SI
479,SI,Masculino,33,Universidad B,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,2,4,2,3,3,4,4,4,4,4,4,4,3,4,3,4,3,4,2,3,2,3,3,4,Redacción de Tesis  le entregue mi tesis escrita y le pedí que la reescribiera por partes  gracias a eso logré una muy buena nota en el informe final.,2,3,3,SI
480,SI,Masculino,22,Universidad B,Ciencias Sociales,Concepción,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,1,1,5,5,5,4,5,5,5,5,3,5,5,5,3,4,5,5,5,5,5,5,1,5,Crear codigos de R  bibliografias  buscaar fuentes  generar ideas,4,4,4,SI
481,SI,Femenino,22,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,3,4,"He utilizado para unir diferentes ideas y que me guié en dirección a ellas en un solo punto/objetivo.
Considero que tiene limitaciones matemáticas  no puede realizar cálculos ni sencillos ni complejos  pero si puedo guiarte a cómo debes calcularlos.",3,3,3,SI
482,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,No uso chatgpt,1,1,1,NO
483,SI,Masculino,25,Universidad B,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,4,5,4,5,5,4,4,4,5,4,4,4,5,5,5,4,4,3,4,3,3,4,3,4,Para mi Tesis  dado que me ayuda a entender y crear parrafos largos sobre el tema que estoy investigando. A su vez  le pido que cada vez que haga algo lo haga con fuentes que después me da  así corroboro la info de ChatGPT con los links de referencia.,4,3,4,SI
484,SI,Masculino,22,Universidad B,Ciencias Sociales,Viña del Mar,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,5,5,5,5,5,4,3,3,5,3,3,5,5,5,5,4,4,5,4,5,5,4,4,2,La verdad por lo general utilizo chat gpt para estudiar  me ayuda demasiado a maximizar los estudios en menor tiempo ya que puedo desglosar temas más rápidos y se se puede hacer un estudio mas efectivo.,4,3,4,SI
485,SI,Femenino,25,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),3,3,5,4,4,5,3,3,3,2,3,3,3,4,4,3,4,5,5,3,4,4,4,3,4,Para buscar fuentes de información para lecturas en investigaciones  para que dé fórmula para utilizar en Excel,3,4,4,SI
486,SI,Femenino,22,Universidad B,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,3,4,2,2,3,4,4,2,2,3,4,4,3,4,2,4,4,4,4,4,4,3,2,4,,2,3,3,SI
487,SI,Femenino,29,Universidad B,Ciencias Sociales,A distancia,A. Lo utilizo tanto como puedo (al menos una vez al día),1,1,4,2,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,2,1,4,4,Estructura un texto  al hacer un trabajo tengo las ideas y los puntos que abarco pero descritos en un lenguaje poco tecnico  es ahi donde chat gpt me ayuda a estructurar y describir mejor mis ideas.,4,4,4,SI
488,SI,Masculino,40,Universidad B,Ciencias Sociales,A distancia,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,5,3,2,5,En la elaboración de escritos extensos me apoyo principalmente en gpt para mejorar la redacción o revisar ortografía  sin embargo no es el único ni último filtro que utilizo. Por otra parte gpt es útil en la revisión de ciencias exactas cómo la aritmética y cálculo apoyado con Python  debo reconocer que no es infalible si trabaja solo siempre necesita de buenas instrucciones.,4,4,4,SI
489,SI,Masculino,18,Universidad B,Ciencias Sociales,Concepción,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,3,3,3,4,3,3,3,2,3,3,3,3,2,3,2,3,4,4,4,3,5,4,3,4,,3,3,3,SI
490,SI,Masculino,36,Universidad B,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,1,5,Lo utilizo mucho para los proceso de estandarización de mi proyecto profesional.,3,4,4,SI
491,SI,Masculino,23,Universidad B,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,Generalmente lo uso cuando no comprendo un tema explicado en la universidad  y comparo que llegue a la misma conclusión que un libro  luego de eso pido que me lo explique de la manera más simple posible para poder entender el contexto  y sirve bastante para simplificar algunos temas complejos,4,4,4,SI
492,SI,Masculino,28,Universidad B,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,5,Para que me corrigiera errores de redacción o aveces le cargo toda la materia de una prueba y le digo que me genera una prueba y la desarrollo varias veces. ,2,3,3,SI
493,SI,Masculino,19,Universidad C,Ingeniería y Tecnología,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,2,4,3,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,4,4,5,5,5,5,he utilizado chat gpt como fuente de confirmacion de datos o para datos especificos que no me hayan quedado claros anteriormente al buscar informacion CONFIABLE,4,4,4,SI
494,SI,Femenino,43,Universidad B,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,SI
495,SI,Masculino,32,Universidad B,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,2,3,3,4,4,3,4,4,4,3,4,4,5,5,4,4,4,4,3,5,5,3,3,4,,3,4,4,SI
496,SI,Masculino,37,Universidad B,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,5,5,4,5,5,4,5,5,3,5,4,5,5,4,5,4,5,5,2,5,5,3,4,5,A veces por estar contra el tiempo se abusa un poco de su uso  sin embargo  en muchas ocasiones ayuda a entender conceptos de manera práctica y validarlos rápidamente (sin tener que ir a un libro a buscarlo)  es más concreto finalmente  igualmente debes entender  comperender o conocer los temas o conceptos que buscas para aprovecharlo de manera positiva y/o complementaria.,4,4,4,SI
